sysyear,cowcode,country,year,length,scope,regionnum,simjacc,year2,cowcode2,country2,regionnum2,sysyear2,length2,scope2,samereg,la,meno,easteur,sahara,scopediff,lengthdiff,yeardiff
1947,325,Italy/Sardinia,2014,11708,47,8,56.89655,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,3,0.1922,0.47
1978,54,Dominica,2014,36080,37,3,52.83019,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,7,2.245,0.16
1987,115,Surinam,2014,12488,40,3,61.53846,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,4,0.1142,0.07
1949,94,Costa Rica,2014,16705,44,3,66.03773,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,0,0.3075,0.45
1952,663,Jordan,2014,2270,38,4,54.71698,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,6,1.136,0.42
1987,840,Philippines,2014,21954,50,2,74.07407,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,6,0.8324,0.07
1991,349,Slovenia,2014,11406,43,1,61.11111,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,1,0.2224,0.03
1991,344,Croatia,2014,10898,41,1,66.66667,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,3,0.2732,0.03
2014,651,Egypt,2014,22626,54,4,66.10169,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,10,0.8996,0.2
1992,432,Mali,2014,7503,37,7,52.83019,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,7,0.6127,0.02
1953,390,Denmark,2014,6221,37,8,47.27273,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,7,0.7409,0.41
1996,369,Ukraine,2014,19299,46,1,66.66667,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,2,0.5669,0.02
1985,165,Uruguay,2014,29911,46,3,66.66667,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,2,1.6281,0.09
1995,372,Georgia,2014,11490,46,1,63.63636,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,2,0.214,0.01
1973,31,Bahamas,2014,41835,33,3,45.28302,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,11,2.8205,0.21
1945,305,Austria,2014,41366,40,8,61.53846,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,4,2.7736,0.49
1991,812,Laos,2014,4820,32,2,58.33333,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,12,0.881,0.03
1991,55,Grenada,2014,33737,34,3,52.94118,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,10,2.0107,0.03
2001,484,Congo,2014,9970,42,7,62.26415,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,2,0.366,0.07
2000,437,Cote D'Ivoire,2014,7897,34,7,52.94118,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,10,0.5733,0.06
2001,433,Senegal,2014,10866,37,7,47.27273,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,7,0.2764,0.07
1994,370,Belarus (Byelorussia),2014,13278,43,1,64.15094,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,1,0.0352,0
1998,339,Albania,2014,13826,43,1,67.30769,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,1,0.0196,0.04
1962,51,Jamaica,2014,38048,28,3,46.93878,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,16,2.4418,0.32
1944,395,Iceland,2014,8345,39,8,56.60377,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,5,0.5285,0.5
1959,835,Brunei,2014,13869,23,2,34,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,21,0.0239,0.35
2005,572,Swaziland,2014,48604,45,7,58.92857,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,1,3.4974,0.11
1993,365,Russia (Soviet Union),2014,12908,45,1,56.14035,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,1,0.0722,0.01
1993,316,Czech Republic,2014,14580,42,1,56.36364,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,2,0.095,0.01
1976,235,Portugal,2014,35219,53,8,64.40678,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,9,2.1589,0.18
2006,790,Nepal,2014,32753,49,6,60.34483,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,5,1.9123,0.12
1975,350,Greece,2014,26989,51,8,63.79311,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,7,1.3359,0.19
1992,522,Djibouti,2014,6666,29,7,48.97959,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,15,0.6964,0.02
1852,920,New Zealand,2014,48438,17,5,29.78723,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,27,3.4808,1.42
1867,20,Canada,2014,19565,28,8,41.17647,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,16,0.5935,1.27
1995,705,Kazakhstan,2014,13482,39,1,59.61539,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,5,0.0148,0.01
1815,210,Netherlands,2014,8739,30,8,45.09804,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,14,0.4891,1.79
1993,811,Cambodia (Kampuchea),2014,8936,43,2,58.18182,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,1,0.4694,0.01
1982,640,Turkey/Ottoman Empire,2014,29727,48,4,70.37037,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,4,1.6097,0.12
1991,100,Colombia,2014,46902,53,3,67.24138,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,9,3.3272,0.03
1983,160,Argentina,2014,12514,45,3,67.92453,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,1,0.1116,0.11
2005,625,Sudan,2014,26644,49,7,69.09091,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,5,1.3014,0.11
2008,775,Myanmar (Burma),2014,40492,42,2,65.38461,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,2,2.6862,0.14
1964,338,Malta,2014,31820,33,8,50.9804,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,11,1.819,0.3
1992,452,Ghana,2014,53985,50,7,64.91228,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,6,4.0355,0.02
2005,516,Burundi,2014,17574,46,7,60.71429,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,2,0.3944,0.11
1992,461,Togo,2014,10252,40,7,52.72727,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,4,0.3378,0.02
1999,475,Nigeria,2014,66263,44,7,60,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,0,5.2633,0.05
1996,483,Chad,2014,11768,40,7,52.72727,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,4,0.1862,0.02
1992,150,Paraguay,2014,25461,43,3,70.58823,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,1,1.1831,0.02
1980,402,Cape Verde,2014,32132,53,7,64.40678,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,9,1.8502,0.14
1982,91,Honduras,2014,23434,48,3,73.58491,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,4,0.9804,0.12
1983,92,El Salvador,2014,22823,45,3,71.15385,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,1,0.9193,0.11
1949,260,German Federal Republic,2014,27379,50,8,56.66667,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,6,1.3749,0.45
1937,205,Ireland,2014,16007,39,8,53.7037,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,5,0.2377,0.57
1962,221,Monaco,2014,3814,26,8,42.85714,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,18,0.9816,0.32
1993,591,Seychelles,2014,39729,44,7,62.96296,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,0,2.6099,0.01
2004,700,Afghanistan,2014,10227,46,1,66.66667,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,2,0.3403,0.1
2002,770,Pakistan,2014,56240,45,6,58.92857,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,1,4.261,0.08
2010,436,Niger,2014,,46,7,60.71429,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,2,,0.16
1981,987,"Micronesia, Fed. Sts.",2014,5271,31,5,59.57447,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,13,0.8359,0.13
1868,212,Luxembourg,2014,5601,37,8,50,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,7,0.8029,1.26
2007,341,Montenegro,2014,11572,45,1,67.92453,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,1,0.2058,0.13
2013,552,Zimbabwe (Rhodesia),2014,55883,57,7,60.31746,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,13,4.2253,0.19
1981,986,Palau,2014,7982,34,5,62.5,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,10,0.5648,0.13
1976,52,Trinidad And Tobago,2014,32567,36,3,53.84616,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,8,1.8937,0.18
1975,403,Sao Tome And Principe,2014,7988,36,7,60,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,8,0.5642,0.19
2004,541,Mozambique,2014,24171,51,7,63.79311,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,7,1.0541,0.1
1976,40,Cuba,2014,12893,38,3,70.83333,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,6,0.0737,0.18
1990,565,Namibia,2014,24198,41,7,63.46154,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,3,1.0568,0.04
1926,660,Lebanon,2014,6296,33,4,45.28302,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,11,0.7334,0.68
1993,135,Peru,2014,19216,49,3,69.09091,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,5,0.5586,0.01
1996,560,South Africa,2014,43062,45,7,58.92857,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,1,2.9432,0.02
1917,70,Mexico,2014,57087,53,3,64.40678,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,9,4.3457,0.77
2013,950,Fiji,2014,40773,44,5,60,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,0,2.7143,0.19
1991,435,Mauritania,2014,6997,34,7,52.94118,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,10,0.6633,0.03
2008,130,Ecuador,2014,54555,55,3,70.68965,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,11,4.0925,0.14
1831,211,Belgium,2014,16119,41,8,51.78571,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,3,0.2489,1.63
1978,780,Sri Lanka (Ceylon),2014,40085,47,6,62.5,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,3,2.6455,0.16
1996,698,Oman,2014,7233,39,4,59.61539,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,5,0.6397,0.02
1948,732,"Korea, Republic Of",2014,9059,46,2,63.63636,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,2,0.4571,0.46
1978,940,Solomon Islands,2014,31836,29,5,48.97959,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,15,1.8206,0.16
1991,481,Gabon,2014,11804,46,7,63.63636,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,2,0.1826,0.03
1921,223,Liechtenstein,2014,9513,32,8,52,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,12,0.4117,0.73
2011,626,South Sudan,2014,27191,51,,69.64286,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,7,1.3561,0.17
2011,600,Morocco,2014,15897,45,4,61.81818,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,1,0.2267,0.17
1999,375,Finland,2014,12640,43,8,61.11111,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,1,0.099,0.05
1979,630,Iran (Persia),2014,16179,46,4,63.63636,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,2,0.2549,0.15
1994,359,Moldova,2014,12818,43,1,61.11111,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,1,0.0812,0
1987,41,Haiti,2014,18488,48,3,64.28571,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,4,0.4858,0.07
1215,200,United Kingdom,2014,54408,30,8,42.30769,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,14,4.0778,7.79
1992,690,Kuwait,2014,8197,36,4,53.84616,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,8,0.5433,0.02
1968,590,Mauritius,2014,37320,33,7,45.28302,2014,530,Ethiopia,7,1994,13630,44,1,0,0,0,1,11,2.369,0.26
1992,317,Slovakia,2014,18402,47,1,71.69811,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,3,0.4772,0.02
1991,355,Bulgaria,2014,13641,49,1,63.15789,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,5,0.0011,0.03
1986,973,Tuvalu,2014,34801,28,5,46.93878,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,16,2.1171,0.08
2006,345,Yugoslavia (Serbia),2014,19891,45,1,71.15385,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,1,0.6261,0.12
1994,702,Tajikistan,2014,7917,44,1,62.96296,2014,530,Ethiopia,7,1994,13630,44,0,0,0,0,0,0,0.5713,0
1998,339,Albania,2014,13826,43,1,70.21276,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,6,0.7073,0.01
1985,90,Guatemala,2014,28692,41,3,59.18367,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,4,2.1939,0.12
1992,461,Togo,2014,10252,40,7,50.9804,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,3,0.3499,0.05
1996,369,Ukraine,2014,19299,46,1,62.7451,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,9,1.2546,0.01
2002,860,East Timor,2014,15307,45,2,64,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,8,0.8554,0.05
1976,235,Portugal,2014,35219,53,8,57.89474,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,16,2.8466,0.21
1815,210,Netherlands,2014,8739,30,8,55.81396,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,7,0.1986,1.82
1980,110,Guyana,2014,46221,41,3,69.56522,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,4,3.9468,0.17
1996,483,Chad,2014,11768,40,7,63.82978,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,3,0.5015,0.01
1991,481,Gabon,2014,11804,46,7,59.61539,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,9,0.5051,0.06
1986,973,Tuvalu,2014,34801,28,5,62.5,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,9,2.8048,0.11
1979,630,Iran (Persia),2014,16179,46,4,59.61539,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,9,0.9426,0.18
2014,616,Tunisia,2014,9508,49,4,59.25926,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,12,0.2755,0.17
2010,540,Angola,2014,27181,56,7,63.15789,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,19,2.0428,0.13
1966,571,Botswana,2014,30713,30,7,55.81396,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,7,2.396,0.31
1991,343,Macedonia (Former Yugoslav Republic Of),2014,13486,42,1,68.08511,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,5,0.6733,0.06
1992,317,Slovakia,2014,18402,47,1,71.42857,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,10,1.1649,0.05
2001,581,Comoros,2014,6185,31,7,51.11111,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,6,0.0568,0.04
1949,94,Costa Rica,2014,16705,44,3,68.75,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,7,0.9952,0.48
1947,713,Taiwan,2014,11558,35,2,60,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,2,0.4805,0.5
2004,541,Mozambique,2014,24171,51,7,62.96296,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,14,1.7418,0.07
1968,590,Mauritius,2014,37320,33,7,55.55556,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,4,3.0567,0.29
1962,221,Monaco,2014,3814,26,8,50,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,11,0.2939,0.35
1995,372,Georgia,2014,11490,46,1,66,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,9,0.4737,0.02
1992,452,Ghana,2014,53985,50,7,67.30769,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,13,4.7232,0.05
1875,972,Tonga,2014,10192,29,5,60.97561,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,8,0.3439,1.22
2004,700,Afghanistan,2014,10227,46,1,59.61539,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,9,0.3474,0.07
1987,93,Nicaragua,2014,20535,45,3,74.46808,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,8,1.3782,0.1
1978,230,Spain,2014,17608,44,8,62,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,7,1.0855,0.19
1991,411,Equatorial Guinea,2014,5575,40,7,60.41667,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,3,0.1178,0.06
2001,484,Congo,2014,9970,42,7,54.90196,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,5,0.3217,0.04
2013,950,Fiji,2014,40773,44,5,68.75,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,7,3.402,0.16
1975,910,Papua New Guinea,2014,58490,32,5,56.81818,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,5,5.1737,0.22
1991,551,Zambia,2014,30696,44,7,72.34042,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,7,2.3943,0.06
1992,704,Uzbekistan,2014,7941,41,1,69.56522,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,4,0.1188,0.05
1996,451,Sierra Leone,2014,44636,38,7,66.66667,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,1,3.7883,0.01
1976,52,Trinidad And Tobago,2014,32567,36,3,69.76744,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,1,2.5814,0.21
1991,435,Mauritania,2014,6997,34,7,61.36364,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,3,0.0244,0.06
2011,600,Morocco,2014,15897,45,4,57.69231,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,8,0.9144,0.14
1959,850,Indonesia,2014,5915,39,2,58.33333,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,2,0.0838,0.38
2013,482,Central African Republic,2014,9767,40,7,60.41667,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,3,0.3014,0.16
1958,220,France,2014,10180,35,8,56.52174,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,2,0.3427,0.39
1949,750,India,2014,146385,42,6,68.08511,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,5,13.9632,0.48
1991,439,Burkina Faso (Upper Volta),2014,10030,41,7,52.94118,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,4,0.3277,0.06
1986,771,Bangladesh,2014,27643,44,6,72.34042,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,7,2.089,0.11
1993,570,Lesotho,2014,45532,39,7,65.21739,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,2,3.8779,0.04
1990,565,Namibia,2014,24198,41,7,73.33334,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,4,1.7445,0.07
1979,57,St. Vincent And The Grenadines,2014,34817,34,3,61.36364,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,3,2.8064,0.18
1992,522,Djibouti,2014,6666,29,7,53.48837,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,8,0.0087,0.05
2007,800,Thailand,2014,7683,41,2,52.94118,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,4,0.093,0.1
2011,620,Libya,2014,24924,49,4,62.26415,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,12,1.8171,0.14
1976,40,Cuba,2014,12893,38,3,66.66667,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,1,0.614,0.21
1995,346,Bosnia-Herzegovina,2014,5454,29,1,46.66667,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,8,0.1299,0.02
1973,31,Bahamas,2014,41835,33,3,55.55556,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,4,3.5082,0.24
2005,625,Sudan,2014,26644,49,7,72,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,12,1.9891,0.08
1952,663,Jordan,2014,2270,38,4,59.57447,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,1,0.4483,0.45
1993,316,Czech Republic,2014,14580,42,1,61.22449,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,5,0.7827,0.04
1979,970,Kiribati,2014,26080,38,5,66.66667,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,1,1.9327,0.18
1868,212,Luxembourg,2014,5601,37,8,60.86956,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,0,0.1152,1.29
1972,471,Cameroon,2014,8444,32,7,56.81818,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,5,0.1691,0.25
2005,490,"Congo, Democratic Republic Of (Zaire)",2014,19285,49,7,59.25926,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,12,1.2532,0.08
1968,971,Nauru,2014,13714,23,5,57.89474,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,14,0.6961,0.29
2010,436,Niger,2014,,46,7,56.60377,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,9,,0.13
1960,352,Cyprus,2014,37006,37,8,57.44681,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,0,3.0253,0.37
1957,820,Malaysia,2014,64080,41,2,65.95744,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,4,5.7327,0.4
1993,232,Andorra,2014,8740,35,8,56.52174,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,2,0.1987,0.04
1999,375,Finland,2014,12640,43,8,70.21276,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,6,0.5887,0.02
1983,160,Argentina,2014,12514,45,3,67.34694,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,8,0.5761,0.14
1991,355,Bulgaria,2014,13641,49,1,68.62746,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,12,0.6888,0.06
1994,370,Belarus (Byelorussia),2014,13278,43,1,70.21276,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,6,0.6525,0.03
2009,145,Bolivia,2014,39375,52,3,64.81481,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,15,3.2622,0.12
2011,626,South Sudan,2014,27191,51,,69.23077,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,14,2.0438,0.14
1982,710,China,2014,10960,36,2,65.9091,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,1,0.4207,0.15
1980,402,Cape Verde,2014,32132,53,7,66.66667,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,16,2.5379,0.17
1987,115,Surinam,2014,12488,40,3,67.3913,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,3,0.5735,0.1
1983,92,El Salvador,2014,22823,45,3,70.83333,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,8,1.607,0.14
1993,135,Peru,2014,19216,49,3,68.62746,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,12,1.2463,0.04
1987,41,Haiti,2014,18488,48,3,70,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,11,1.1735,0.1
2005,572,Swaziland,2014,48604,45,7,70.83333,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,8,4.1851,0.08
1992,816,"Vietnam, Democratic Republic Of",2014,11344,36,2,65.9091,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,1,0.4591,0.05
1982,91,Honduras,2014,23434,48,3,66.66667,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,11,1.6681,0.15
1937,205,Ireland,2014,16007,39,8,61.70213,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,2,0.9254,0.6
1901,900,Australia,2014,17318,30,5,48.88889,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,7,1.0565,0.96
1978,780,Sri Lanka (Ceylon),2014,40085,47,6,71.42857,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,10,3.3332,0.19
1983,60,St. Kitts And Nevis,2014,49643,39,3,61.70213,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,2,4.289,0.14
1944,395,Iceland,2014,8345,39,8,68.88889,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,2,0.1592,0.53
1991,55,Grenada,2014,33737,34,3,69.04762,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,3,2.6984,0.06
1978,56,St. Lucia,2014,38271,44,3,62,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,7,3.1518,0.19
1992,366,Estonia,2014,11344,41,1,65.95744,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,4,0.4591,0.05
1981,58,Antigua And Barbuda,2014,38464,38,3,63.04348,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,1,3.1711,0.16
1980,935,Vanuatu,2014,8425,36,5,65.9091,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,1,0.1672,0.17
1993,591,Seychelles,2014,39729,44,7,68.75,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,7,3.2976,0.04
1917,70,Mexico,2014,57087,53,3,57.89474,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,16,5.0334,0.8
1993,811,Cambodia (Kampuchea),2014,8936,43,2,70.21276,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,6,0.2183,0.04
1945,305,Austria,2014,41366,40,8,57.14286,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,3,3.4613,0.52
1947,325,Italy/Sardinia,2014,11708,47,8,64.70589,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,10,0.4955,0.5
2013,552,Zimbabwe (Rhodesia),2014,55883,57,7,62.06896,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,20,4.913,0.16
1996,615,Algeria,2014,10038,43,4,60,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,6,0.3285,0.01
1987,840,Philippines,2014,21954,50,2,64.15094,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,13,1.5201,0.1
2010,501,Kenya,2014,48818,57,7,56.66667,2014,531,Eritrea,7,1997,6753,37,1,0,0,0,1,20,4.2065,0.13
1991,812,Laos,2014,4820,32,2,56.81818,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,5,0.1933,0.06
2005,645,Iraq,2014,11550,42,4,64.58333,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,5,0.4797,0.08
1962,51,Jamaica,2014,38048,28,3,58.53658,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,9,3.1295,0.35
1980,155,Chile,2014,25821,47,3,64.70589,2014,531,Eritrea,7,1997,6753,37,0,0,0,0,0,10,1.9068,0.17
